Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
ZENSARTECH,531.45,39,WATCH,16,7,13,8,-5,7.4,12.5,12130.0,15.88,13.85,17.63,6.7,19.2,1.68,2.86,70.8,637.74,485.8476175792948,637.74,637.74,20.0,8.6,20.0,20.0,20.0,8.6,2.3,default,IT Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 17.63% — good | PE 15.88x — cheap | Dividend 2.86% — paid to hold | EPS growth 19.2% | Above 50 DMA | RSI 71 — slightly elevated,1-2 years,9,4783.05,410.42,3.5,0.375,0,,47,Base: model score 39/100 from Quality+Growth+Technical+Momentum | PEG 0.83 — growth clearly outpaces price (+8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,9,4783.05
AFFLE,1653.8,39,WATCH,5,12,14,8,0,36.2,54.2,23282.0,51.2,33.31,13.79,20.3,15.7,0.405,,69.6,1835.72,1550.2258379670416,1736.49,1984.56,11.0,6.3,11.0,5.0,20.0,6.3,1.7,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",D/E 0.405 — manageable | Revenue growth 20.3% | Earnings accelerating (fwd PE 33.31 vs 51.2) | Above 50 & 200 DMA — uptrend | RSI 70 — slightly elevated | Mid 52W range (43%),1-2 years,3,4961.4,310.72,3.6,0.375,0,,39,Base: model score 39/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,3,4961.4
PNB,111.5,38,WATCH,10,4,7,12,5,58.4,87.5,127664.0,5.78,6.47,14.97,15.2,1.9,,2.69,75.4,141.27,107.08640232308056,133.8,156.1,26.7,4.0,26.7,20.0,40.0,4.0,6.7,psu_bank,Banking,"pe_anchored, peg_1.0_fair_value, roe_pb_implied",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0% | roe_pb_implied: +40.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PE 5.78x — cheap | Dividend 2.69% — paid to hold | Revenue growth 15.2% | Above 50 DMA | Mid 52W range (44%) | 6M return -8% — healthy,1-2 years,45,5017.5,198.61,3.7,0.375,0,,38,Base: model score 38/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,45,5017.5
KFINTECH,933.55,38,WATCH,0,12,18,8,0,22.8,79.2,16400.0,48.24,33.57,,30.1,-2.5,3.314,1.23,57.4,1045.58,874.2154423269724,1000.77,1090.39,12.0,6.4,12.0,7.2,16.8,6.4,1.9,default,Capital Markets Infra,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Revenue growth 30.1% | Earnings accelerating (fwd PE 33.57 vs 48.24) | Above 50 DMA | RSI 57 — ideal 1Y entry zone | Near 52W low (37%) — good entry | 6M return -7% — healthy,1-2 years,5,4667.75,296.67,3.4,0.375,0,,30,Base: model score 38/100 from Quality+Growth+Technical+Momentum | D/E 3.314 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,5,4667.75
CENTRALBK,31.03,38,WATCH,10,0,11,12,5,28.4,87.5,28231.0,6.13,,11.56,-2.9,2.8,,4.49,33.5,39.32,29.518845553906402,37.24,43.44,26.7,4.9,26.7,20.0,40.0,4.9,5.4,psu_bank,Banking,"pe_anchored, peg_1.0_fair_value, roe_pb_implied",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0% | roe_pb_implied: +40.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PE 6.13x — cheap | Dividend 4.49% — paid to hold | RSI 34 — oversold, contrarian entry | Near 52W low (16%) — good entry | 6M return -14% — healthy | 1M return -5% — stable base",1-2 years,164,5088.92,247.83,3.7,0.375,0,,38,Base: model score 38/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,164,5088.92
VMM,108.27,38,WATCH,0,16,11,11,0,21.3,54.2,50703.0,57.88,39.89,,18.7,25.0,26.817,,25.6,120.18,102.07210906179337,113.68,129.92,11.0,5.7,11.0,5.0,20.0,5.7,1.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","EPS growth 25.0% | Revenue growth 18.7% | Earnings accelerating (fwd PE 39.89 vs 57.88) | RSI 26 — oversold, contrarian entry | Near 52W low (16%) — good entry | 6M return -11% — healthy",1-2 years,46,4980.42,285.1,3.7,0.375,0,,30,Base: model score 38/100 from Quality+Growth+Technical+Momentum | D/E 26.817 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,46,4980.42
CANFINHOME,818.7,38,WATCH,5,14,8,11,0,60.7,41.7,10947.0,9.69,8.66,,22.5,19.6,636.585,1.96,19.0,982.44,769.3159984841113,982.44,982.44,20.0,6.0,20.0,20.0,20.0,6.0,3.3,default,Housing Finance/NBFC,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PE 9.69x — cheap | EPS growth 19.6% | Revenue growth 22.5% | RSI 19 — oversold, contrarian entry | Mid 52W range (46%) | 6M return -9% — healthy",1-2 years,6,4912.2,296.3,3.6,0.375,0,,38,Base: model score 38/100 from Quality+Growth+Technical+Momentum | PEG 0.49 — growth clearly outpaces price (+8) | D/E 636.585 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,6,4912.2
MPHASIS,2404.4,38,WATCH,11,9,15,8,-5,35.8,12.5,45058.0,23.63,18.62,17.74,17.5,10.7,24.675,2.57,56.3,2668.88,2242.330678333411,2524.62,2885.28,11.0,6.7,11.0,5.0,20.0,6.7,1.6,it_services,IT Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 17.74% — good | Dividend 2.57% — paid to hold | Revenue growth 17.5% | Earnings accelerating (fwd PE 18.62 vs 23.63) | Above 50 DMA | RSI 56 — ideal 1Y entry zone,1-2 years,1,2404.4,162.07,1.8,0.375,0,,30,Base: model score 38/100 from Quality+Growth+Technical+Momentum | D/E 24.675 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,2404.4
NUVOCO,352.1,37,WATCH,0,12,17,8,0,26.2,54.2,12563.0,32.6,20.47,,8.9,19.8,48.061,,64.4,390.83,324.06925371670354,369.71,422.52,11.0,8.0,11.0,5.0,20.0,8.0,1.4,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",EPS growth 19.8% | Earnings accelerating (fwd PE 20.47 vs 32.6) | Above 50 & 200 DMA — uptrend | RSI 64 — slightly elevated | Near 52W low (38%) — good entry | 6M return 0% — healthy,1-2 years,14,4929.4,392.43,3.6,0.375,0,,29,Base: model score 37/100 from Quality+Growth+Technical+Momentum | D/E 48.061 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,14,4929.4
SUPREMEIND,3482.4,37,WATCH,0,16,13,8,0,21.5,45.8,44216.0,42.87,33.37,,4.2,38.7,1.473,1.06,65.5,3865.46,3279.03451431927,3656.52,4178.88,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Chemicals & Paints,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",EPS growth 38.7% — strong | Earnings accelerating (fwd PE 33.37 vs 42.87) | Above 50 DMA | RSI 65 — slightly elevated | Near 52W low (23%) — good entry | 6M return -0% — healthy,1-2 years,1,3482.4,203.37,2.6,0.375,0,,37,Base: model score 37/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,1,3482.4
SCI,277.1,37,WATCH,12,19,3,3,0,84.2,54.2,12977.0,9.6,84.42,,14.2,118.9,29.454,4.69,42.4,332.52,257.25727472244694,332.52,332.52,20.0,7.2,20.0,20.0,20.0,7.2,2.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.08 — undervalued vs growth | Dividend 4.69% — paid to hold | EPS growth 118.9% — explosive | Revenue growth 14.2% | Mid 52W range (49%) | 1M dip -9% — buying opportunity,1-2 years,18,4987.8,357.17,3.7,0.375,0,,37,Base: model score 37/100 from Quality+Growth+Technical+Momentum | PEG 0.08 — growth clearly outpaces price (+8) | D/E 29.454 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,18,4987.8
RKFORGE,633.0,37,WATCH,5,24,8,0,0,50.3,54.2,11700.0,110.73,32.06,,19.8,289.2,74.422,32.0,72.8,702.63,595.3163269512072,664.65,759.6,11.0,6.0,11.0,5.0,20.0,6.0,1.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 32.0% — paid to hold | EPS growth 289.2% — explosive | Revenue growth 19.8% | Earnings accelerating (fwd PE 32.06 vs 110.73) | Above 50 & 200 DMA — uptrend,1-2 years,7,4431.0,263.79,3.3,0.375,0,,37,Base: model score 37/100 from Quality+Growth+Technical+Momentum | PEG 0.38 — growth clearly outpaces price (+8) | D/E 74.422 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,7,4431.0
IREDA,119.94,37,WATCH,10,5,11,11,0,18.4,54.2,33941.0,17.9,11.85,,7.2,-5.9,565.671,100.0,21.5,134.33,114.83098014673489,128.58,140.09,12.0,4.3,12.0,7.2,16.8,4.3,2.8,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","PE 17.9x — cheap | Dividend 100.0% — paid to hold | Earnings accelerating (fwd PE 11.85 vs 17.9) | RSI 21 — oversold, contrarian entry | Near 52W low (22%) — good entry | 6M return -10% — healthy",1-2 years,42,5037.48,214.58,3.7,0.375,0,,29,Base: model score 37/100 from Quality+Growth+Technical+Momentum | D/E 565.671 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,42,5037.48
JYOTICNC,824.55,37,WATCH,6,5,14,12,0,17.8,54.2,18712.0,55.75,33.24,18.22,4.1,-16.9,42.609,,66.9,923.5,768.6919739433486,883.92,963.07,12.0,6.8,12.0,7.2,16.8,6.8,1.8,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 18.22% — good | Earnings accelerating (fwd PE 33.24 vs 55.75) | Above 50 & 200 DMA — uptrend | RSI 67 — slightly elevated | Mid 52W range (51%) | 6M return -2% — healthy,1-2 years,6,4947.3,335.15,3.6,0.375,0,,29,Base: model score 37/100 from Quality+Growth+Technical+Momentum | D/E 42.609 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,6,4947.3
GODREJCP,1071.3,37,WATCH,6,9,10,12,0,33.0,37.5,110159.0,59.34,39.4,15.1,11.2,9.7,34.899,1.87,43.5,1189.14,1022.9029583434751,1124.87,1285.56,11.0,4.5,11.0,5.0,20.0,4.5,2.4,default,Consumer/Retail,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 15.1% — good | Revenue growth 11.2% | Earnings accelerating (fwd PE 39.4 vs 59.34) | Above 50 DMA | Near 52W low (33%) — good entry | 6M return -8% — healthy,1-2 years,4,4285.2,193.59,3.2,0.375,0,,19,Base: model score 37/100 from Quality+Growth+Technical+Momentum | PEG 6.12 — expensive vs growth rate (-10) | D/E 34.899 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4285.2
ANURAS,1210.1,37,WATCH,5,12,8,12,0,57.7,54.2,13826.0,79.11,37.14,5.76,27.5,-7.6,41.317,12.0,19.1,1355.31,1155.818020152072,1297.23,1413.4,12.0,4.5,12.0,7.2,16.8,4.5,2.7,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","Dividend 12.0% — paid to hold | Revenue growth 27.5% | Earnings accelerating (fwd PE 37.14 vs 79.11) | RSI 19 — oversold, contrarian entry | Mid 52W range (45%) | 6M return -1% — healthy",1-2 years,4,4840.4,217.13,3.6,0.375,0,,29,Base: model score 37/100 from Quality+Growth+Technical+Momentum | D/E 41.317 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4840.4
IRCTC,493.2,37,WATCH,10,9,6,12,0,7.2,54.2,39680.0,27.93,21.8,34.96,15.1,-8.9,1.874,1.95,41.5,552.38,475.97821193493394,528.71,576.06,12.0,3.5,12.0,7.2,16.8,3.5,3.4,default,Diversified/Other,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 34.96% — excellent | Revenue growth 15.1% | Earnings accelerating (fwd PE 21.8 vs 27.93) | Near 52W low (3%) — good entry | 6M return -19% — healthy | 1M return -3% — stable base,1-2 years,10,4932.0,172.22,3.6,0.375,0,,37,Base: model score 37/100 from Quality+Growth+Technical+Momentum,skipped,Not fetched (grade below threshold) — quant justification only,No,,,,10,4932.0
VBL,453.0,37,WATCH,11,7,8,11,0,39.0,37.5,151264.0,42.92,37.75,16.85,20.4,15.7,15.869,47.0,37.9,502.83,426.1802569812236,475.65,543.6,11.0,5.9,11.0,5.0,20.0,5.9,1.9,consumer_retail,Consumer/Retail,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 16.85% — good | Dividend 47.0% — paid to hold | Revenue growth 20.4% | RSI 38 — oversold, contrarian entry | Mid 52W range (41%) | 6M return -3% — healthy",1-2 years,11,4983.0,295.02,3.7,0.375,0,,29,Base: model score 37/100 from Quality+Growth+Technical+Momentum | D/E 15.869 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,11,4983.0
SWIGGY,289.77,36,WATCH,0,10,18,8,0,9.5,62.5,74882.0,,-125.59,-29.12,44.7,,13.929,,58.6,324.54,267.4832627861028,310.63,338.45,12.0,7.7,12.0,7.2,16.8,7.7,1.6,consumer_retail,New-Age Tech,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Revenue growth 44.7% — exceptional | Above 50 DMA | RSI 59 — ideal 1Y entry zone | Near 52W low (23%) — good entry | 6M return -12% — healthy,1-2 years,17,4926.09,378.87,3.6,0.375,0,,28,Base: model score 36/100 from Quality+Growth+Technical+Momentum | D/E 13.929 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,17,4926.09
INFY,1179.0,36,WATCH,20,0,13,8,-5,19.7,12.5,468032.0,14.14,14.46,32.0,2.9,5.3,9.541,4.52,70.2,1308.69,1112.6744222134876,1237.95,1414.8,11.0,5.6,11.0,5.0,20.0,5.6,2.0,it_services,IT Services,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 32.0% — excellent | PE 14.14x — cheap | Dividend 4.52% — paid to hold | Above 50 DMA | RSI 70 — slightly elevated | Near 52W low (28%) — good entry,1-2 years,4,4716.0,265.3,3.5,0.375,0,,28,Base: model score 36/100 from Quality+Growth+Technical+Momentum | D/E 9.541 — elevated leverage risk (-8),skipped,Not fetched (grade below threshold) — quant justification only,No,,,,4,4716.0
